,vv_list,vh_list,vv/vh_list
0,"[0.1792062669992447, 0.5282773971557617, 0.1640460193157196, 0.295034259557724, 0.07044834643602371, 0.2558147609233856, 0.0690777450799942, 0.10579119622707367, 0.06159493699669838, 0.07126829028129578, 0.03437265753746033, 0.13174693286418915, 0.120047926902771, 0.0822836309671402, 0.21965382993221283, 0.2730349898338318, 0.27048778533935547, 0.2156742662191391, 0.20030644536018372]","[0.05307839438319206, 0.07013855129480362, 0.052943624556064606, 0.02415572479367256, 0.011016576550900936, 0.020758608356118202, 0.023528384044766426, 0.035689231008291245, 0.030407851561903954, 0.035992641001939774, 0.02039444074034691, 0.06762733310461044, 0.017813678830862045, 0.02330903336405754, 0.13385330140590668, 0.04517173022031784, 0.028475424274802208, 0.03403118997812271, 0.016782883554697037]","[3.3762563672421972, 7.5319120141978235, 3.0985037517029688, 12.21384421613407, 6.394758490582308, 12.32330975828585, 2.93593240184124, 2.964232997973436, 2.0256260746111616, 1.9800794911786237, 1.6853934841890472, 1.9481314258007818, 6.7390867457871195, 3.5301176879355842, 1.64100420105529, 6.044377501197045, 9.498990523512903, 6.337547007841555, 11.935162673766143]"
1,"[0.2465849071741104, 0.19980913400650024, 0.07109691947698593, 0.0474809929728508, 0.10177633166313171, 0.2193010449409485, 0.13408289849758148, 0.17779208719730377, 0.08975894749164581, 0.2056124210357666, 0.08437991142272949, 0.2652071714401245, 0.03738616406917572, 0.03896542638540268, 0.14685393869876862, 0.12827931344509125, 0.07128535211086273, 0.09711528569459915, 0.43881428241729736, 0.2086268812417984, 0.28000760078430176, 0.4299069046974182, 0.3478032648563385, 0.05260113999247551]","[0.12394649535417557, 0.043384283781051636, 0.012269671075046062, 0.005321728065609932, 0.00365631515160203, 0.007351004518568516, 0.0048621599562466145, 0.00624760752543807, 0.019270535558462143, 0.0344606414437294, 0.023070449009537697, 0.06532399356365204, 0.014747297391295433, 0.020369408652186394, 0.01685776561498642, 0.020847495645284653, 0.014982894994318485, 0.03679535910487175, 0.0242146123200655, 0.019534697756171227, 0.07023799419403076, 0.006945344619452953, 0.019331147894263268, 0.007577930111438036]","[1.9894463854705784, 4.605564886466286, 5.794525300811213, 8.9221005634772, 27.835765639222316, 29.832799638062752, 27.57681764980186, 28.457627415518125, 4.65783357288327, 5.966587167900228, 3.657488910937341, 4.0598738223453115, 2.5351196953038215, 1.912938517300562, 8.711352503810863, 6.153224139135668, 4.757782266904637, 2.639335178597047, 18.121879327123185, 10.67981106469338, 3.9865546275536787, 61.89857066175064, 17.991857843038538, 6.941359872543557]"
2,"[0.13031113147735596, 0.06255630403757095, 0.08109785616397858, 0.13358594477176666, 0.03653247281908989, 0.38113123178482056, 0.1745888739824295, 0.06243894621729851, 0.06591571122407913, 0.13379180431365967, 0.04287002608180046, 0.11610956490039825, 0.12103341519832611, 0.03512270376086235, 0.0877450481057167, 0.30953532457351685, 0.11858177930116653, 0.06823766231536865, 0.04482971876859665]","[0.02703215926885605, 0.10849849879741669, 0.011297446675598621, 0.011418407782912254, 0.005158118903636932, 0.010837855748832226, 0.014385219663381577, 0.04164627194404602, 0.016598505899310112, 0.0353999026119709, 0.0269066970795393, 0.04068093001842499, 0.01751992665231228, 0.030742323026061058, 0.03163456171751022, 0.06325221806764603, 0.042195770889520645, 0.01182485930621624, 0.008146687410771847]","[4.820596467389432, 0.5765637748995325, 7.178423452012569, 11.699174465609747, 7.082518550189149, 35.16666401708542, 12.13668460182473, 1.4992685612097176, 3.971183407948712, 3.779439897905718, 1.593284599557936, 2.854152175179145, 6.908328876043104, 1.142486978979693, 2.77370835383341, 4.893667511271774, 2.8102764045156103, 5.770695493983309, 5.502815624092949]"
3,"[0.07139591872692108, 0.21874487400054932, 0.25043603777885437, 0.06624476611614227, 0.3581574559211731, 0.4329776167869568, 0.1459849327802658, 0.13911032676696777, 0.02077428810298443, 0.14053182303905487, 0.15318509936332703, 0.02492363564670086, 0.08234105259180069, 0.2372749149799347, 0.31960245966911316, 0.19777686893939972, 0.32474690675735474, 0.2629334628582001, 0.5614957809448242]","[0.024924252182245255, 0.016320975497364998, 0.013584530912339687, 0.010259064845740795, 0.018032334744930267, 0.035624973475933075, 0.0232083722949028, 0.055284515023231506, 0.026041995733976364, 0.05495139956474304, 0.02653251402080059, 0.027415724471211433, 0.06931916624307632, 0.04336018115282059, 0.0655878335237503, 0.045446109026670456, 0.025201896205544472, 0.01483762264251709, 0.03251372277736664]","[2.8645159824606425, 13.402683806238507, 18.43538355464063, 6.457193429637476, 19.861956922792146, 12.153766713102554, 6.290184030369425, 2.5162620438745136, 0.7977225829847102, 2.5573838728799267, 5.7734860421909175, 0.9091000193291462, 1.1878540532796007, 5.472184586675785, 4.8728924634075685, 4.351898835240935, 12.885812405096317, 17.7207271806985, 17.269501397597296]"
4,"[0.19861437380313873, 0.06796573102474213, 0.21935012936592102, 0.1495942324399948, 0.09802458435297012, 0.06457553058862686, 0.5984557271003723, 0.4042398929595947, 0.05157049372792244, 0.09059035032987595, 0.1376287043094635, 0.06233572959899902, 0.11627483367919922, 0.09624284505844116, 0.0743214413523674, 0.08682334423065186, 0.2706974446773529, 0.0734100341796875, 0.07665710896253586]","[0.03465438261628151, 0.03351103141903877, 0.08607099205255508, 0.026973355561494827, 0.00832428690046072, 0.006285042501986027, 0.05495128780603409, 0.017712431028485298, 0.04580843448638916, 0.014737850986421108, 0.01843239553272724, 0.022290335968136787, 0.02762909233570099, 0.017752794548869133, 0.017785748466849327, 0.06679163128137589, 0.04019448161125183, 0.006214098073542118, 0.008843892253935337]","[5.7312916522663615, 2.028159926648168, 2.548479158134781, 5.546000092533704, 11.775733528303164, 10.274477947956832, 10.8906588179114, 22.822383461055814, 1.125785989111794, 6.1467815364222655, 7.466674858680188, 2.7965361171812595, 4.208420322550895, 5.421278593266428, 4.178707547275526, 1.2999135155853214, 6.734691774245331, 11.81346565678562, 8.667802225702731]"
5,"[0.06344690918922424, 0.05553719773888588, 0.33368152379989624, 0.13898032903671265, 0.03069443628191948, 0.08376641571521759, 0.32514524459838867, 0.1696627289056778, 0.020707810297608376, 0.09520445764064789, 0.04916777461767197, 0.012766973115503788, 0.04128966107964516, 0.06496059894561768, 0.053329840302467346, 0.22936828434467316, 0.25025179982185364, 0.09408259391784668, 0.13236035406589508]","[0.01993723399937153, 0.034772977232933044, 0.027867252007126808, 0.030706921592354774, 0.0018840410048142076, 0.0058180661872029305, 0.011618917807936668, 0.003923649434000254, 0.04922211170196533, 0.028499500826001167, 0.02568598836660385, 0.0066063678823411465, 0.02880534715950489, 0.029994703829288483, 0.04560448229312897, 0.0412147082388401, 0.0383559986948967, 0.002907471265643835, 0.034720323979854584]","[3.182332573877813, 1.5971366894143106, 11.973965847603491, 4.526026114949769, 16.291809044223204, 14.397638840799917, 27.98412468124079, 43.241051923617604, 0.4207013795546191, 3.34056579523629, 1.9141865952722468, 1.9325253063230052, 1.4334026544103227, 2.1657356350418957, 1.1693990945820325, 5.565204611312037, 6.524450107856268, 32.358907559835465, 3.8121866069767427]"
6,"[0.35113614797592163, 0.17593364417552948, 0.014862384647130966, 0.011583607643842697, 0.23211701214313507, 0.4313666820526123, 0.2424081712961197, 0.3222704231739044, 0.1071065217256546, 0.2382391393184662, 0.0249777901917696, 0.04805866628885269, 0.06422489136457443, 0.058476150035858154, 0.0260948296636343, 0.03508950024843216, 0.02679990604519844, 0.03827238827943802, 0.22124823927879333, 0.3991104066371918, 0.1010422557592392, 0.35211506485939026, 0.031911883503198624, 0.016865599900484085]","[0.06923317164182663, 0.018776217475533485, 0.003760931547731161, 0.004237871151417494, 0.03542167693376541, 0.025115901604294777, 0.026987677440047264, 0.04091817885637283, 0.03422930836677551, 0.034271158277988434, 0.016855161637067795, 0.037760958075523376, 0.0492231547832489, 0.029417259618639946, 0.01806408166885376, 0.02512306720018387, 0.02353883907198906, 0.010414188727736473, 0.05458001047372818, 0.03779773414134979, 0.0792597159743309, 0.008835773915052414, 0.0036323387175798416, 0.00911840982735157]","[5.071790583168744, 9.370025906697201, 3.951782811919809, 2.7333553168477485, 6.552965083419625, 17.17504268207713, 8.982179805380657, 7.875971809623002, 3.1290881071268433, 6.9515928637720314, 1.4819074850542255, 1.272707810875283, 1.3047699126028136, 1.987817723130313, 1.444569956115025, 1.3967044695949924, 1.1385398389120223, 3.675023497270203, 4.053649630303572, 10.559109314454243, 1.2748248529172475, 39.85107227104752, 8.785492208849098, 1.849620736490046]"
7,"[0.3113919198513031, 0.14070802927017212, 0.07476333528757095, 0.11702054738998413, 0.09261098504066467, 0.02169729396700859, 0.05729455128312111, 0.061013612896203995, 0.4748915433883667, 0.24949198961257935, 0.41438040137290955, 0.3297165036201477, 0.028364799916744232, 0.05680646002292633, 0.026100393384695053, 0.122816301882267, 0.06305694580078125, 0.07970794290304184, 0.10667112469673157, 0.059181585907936096, 0.0770958736538887, 0.06733476370573044, 0.5304785966873169, 0.47064876556396484]","[0.14491881430149078, 0.030047599226236343, 0.11891156435012817, 0.05312257632613182, 0.015172326937317848, 0.0070151472464203835, 0.012846121564507484, 0.02900538221001625, 0.020463397726416588, 0.005279826000332832, 0.007296259049326181, 0.006629843730479479, 0.05218322575092316, 0.02746572345495224, 0.04345589131116867, 0.05188543349504471, 0.017076214775443077, 0.03709626942873001, 0.029500268399715424, 0.026202861219644547, 0.04605142027139664, 0.0652172863483429, 0.021455055102705956, 0.03861353546380997]","[2.148733560595381, 4.68283766069775, 0.6287305670913106, 2.2028402137646306, 6.1039407747587315, 3.092920676480463, 4.46006609819263, 2.10352728519242, 23.206876479526183, 47.25382798540174, 56.793542906234684, 49.73216821149752, 0.5435616428185726, 2.0682673848404955, 0.6006180657485892, 2.367067086256425, 3.6926770147832784, 2.1486781320741186, 3.6159374298357427, 2.2585925030037206, 1.6741258619068984, 1.032468038398248, 24.725109963498152, 12.188699115756293]"
8,"[0.06367906928062439, 0.04309481382369995, 0.10556866228580475, 0.067695252597332, 0.13025183975696564, 0.07635686546564102, 0.025132237002253532, 0.016395417973399162, 0.1393318623304367, 0.048419296741485596, 0.2862791419029236, 0.29464101791381836, 0.06204261630773544, 0.10567948967218399, 0.12073363363742828, 0.19171400368213654, 0.13732656836509705, 0.15436451137065887, 0.05159329995512962, 0.057203564792871475, 0.10474856197834015, 0.036582209169864655, 0.41515541076660156, 0.19650255143642426]","[0.03035346418619156, 0.014346964657306671, 0.05014193430542946, 0.0483710952103138, 0.013083885423839092, 0.020268892869353294, 0.0027021353598684072, 0.006458129268139601, 0.004457478411495686, 0.006564864423125982, 0.004676136653870344, 0.005710987374186516, 0.030239589512348175, 0.027562987059354782, 0.03370760381221771, 0.014354894869029522, 0.03787962347269058, 0.023855924606323242, 0.025319894775748253, 0.02311253361403942, 0.03332175686955452, 0.02096625603735447, 0.10464809089899063, 0.022096287459135056]","[2.0979176837941735, 3.0037582759188353, 2.1053966853922024, 1.3994980329264461, 9.95513454433377, 3.7671946838839494, 9.300880102274913, 2.538725580220881, 31.258000480968022, 7.375521202070742, 61.22129507613429, 51.59195750380863, 2.0517016701698503, 3.8341087431710976, 3.5817922362570007, 13.355305310926152, 3.6253414309702157, 6.470699162494128, 2.037658545269564, 2.475001907974463, 3.1435485946434896, 1.7448136236001348, 3.967157042237126, 8.893012086298963]"
9,"[0.0272835623472929, 0.047875504940748215, 0.09294810146093369, 0.06387767940759659, 0.23296160995960236, 0.2657407522201538, 0.08908089250326157, 0.008397454395890236, 0.013142270036041737, 0.014072158373892307, 0.2996910512447357, 0.25572794675827026, 0.25962918996810913, 0.1806936115026474, 0.11918741464614868, 0.12120957672595978, 0.026965653523802757, 0.04596065357327461, 0.06531020998954773, 0.08741161227226257, 0.04638175666332245, 0.22149518132209778, 0.16098013520240784, 0.21413922309875488]","[0.0188311655074358, 0.06977809965610504, 0.04086470976471901, 0.059989023953676224, 0.03296458348631859, 0.026991115882992744, 0.006103084422647953, 0.0023126027081161737, 0.007258693687617779, 0.0048197535797953606, 0.012631034478545189, 0.00932394340634346, 0.029615266248583794, 0.03156666085124016, 0.040013689547777176, 0.024545863270759583, 0.008316601626574993, 0.04125528782606125, 0.01911304146051407, 0.0510265976190567, 0.03038378432393074, 0.03345708176493645, 0.096928171813488, 0.12455952912569046]","[1.4488514976154574, 0.6861107593456721, 2.2745322797124436, 1.0648227825297374, 7.067027255366028, 9.845489655638824, 14.5960446119164, 3.631170354691286, 1.8105558109526565, 2.9196841998071177, 23.726564261524633, 27.427016189768814, 8.766734959896727, 5.724191492859419, 2.978665951407366, 4.938085712811391, 3.2423885060980084, 1.1140548519998679, 3.4170495640096377, 1.7130597835435006, 1.5265299466594573, 6.620277969198983, 1.6608188536989068, 1.7191717454444726]"
