,vv_list,vh_list,vv/vh_list
0,"[0.2080821692943573, 0.2515609562397003, 0.02115223929286003, 0.013365423306822777, 0.012189713306725025, 0.020377399399876595, 0.008830450475215912, 0.09896412491798401, 0.14477284252643585, 0.10157079249620438, 0.10892501473426819, 0.054713331162929535, 0.018910972401499748, 0.13311165571212769, 0.048514336347579956, 0.08024834096431732, 0.025306155905127525, 0.29487448930740356, 0.23379819095134735, 0.015225072391331196, 0.0208768118172884, 0.04578988254070282]","[0.08988367021083832, 0.09398892521858215, 0.006155466660857201, 0.0037273538764566183, 0.0007081005023792386, 0.0024520778097212315, 0.00413152389228344, 0.0056276447139680386, 0.03992825374007225, 0.03702831640839577, 0.02467721700668335, 0.01711864210665226, 0.04104338958859444, 0.03636932000517845, 0.03482958301901817, 0.0320393331348896, 0.03214643523097038, 0.0569813996553421, 0.11116315424442291, 0.006393850315362215, 0.003405879018828273, 0.002603204222396016]","[2.3150163851371794, 2.6764957217530267, 3.436333987050529, 3.585767209076622, 17.214665525256976, 8.310258067297315, 2.137334965364423, 17.585354077586153, 3.625824546920791, 2.7430572693597894, 4.413991038972018, 3.19612565190951, 0.4607556196273547, 3.6599984738008455, 1.392906033962262, 2.504681999043543, 0.7872149967268276, 5.174925345656345, 2.103198605153623, 2.3812056335993046, 6.129639867381627, 17.58981571509489]"
1,"[0.1598052978515625, 0.121640145778656, 0.08638065308332443, 0.10682793706655502, 0.004429401829838753, 0.059502195566892624, 0.09967607259750366, 0.587979793548584, 0.0748821347951889, 0.21867232024669647, 0.014903558418154716, 0.019267169758677483, 0.00868892204016447, 0.1377609819173813, 0.08874235302209854, 0.15881824493408203, 0.4567073881626129, 0.28278353810310364, 0.05333534628152847, 0.050161249935626984, 0.05956149101257324, 0.27976152300834656]","[0.022245822474360466, 0.030906036496162415, 0.010551688261330128, 0.006999950390309095, 0.0021756149362772703, 0.005073936656117439, 0.00479980930685997, 0.014638527296483517, 0.027391448616981506, 0.024506306275725365, 0.00929247960448265, 0.019001927226781845, 0.015719830989837646, 0.05509261041879654, 0.013372663408517838, 0.06374159455299377, 0.06669088453054428, 0.025063706561923027, 0.006169640459120274, 0.010013671591877937, 0.0059106620028615, 0.015616241842508316]","[7.183609328706408, 3.935805414381103, 8.18642959723257, 15.261242024579241, 2.03593097104673, 11.727027670941307, 20.766673470765788, 40.1665947427532, 2.7337778239579937, 8.923104028259925, 1.6038300919127448, 1.0139587173832452, 0.5527363523043964, 2.5005346610038264, 6.636101598547175, 2.49159510438734, 6.848123118736593, 11.28259052205433, 8.644806230594114, 5.009276515150811, 10.076957705200877, 17.914779101769508]"
2,"[0.1447920799255371, 0.12511904537677765, 0.21090787649154663, 0.11706113070249557, 0.008008440025150776, 0.011845815926790237, 0.01031556073576212, 0.34115099906921387, 0.13595491647720337, 0.1327698528766632, 0.047906771302223206, 0.11144428700208664, 0.11200673878192902, 0.10918606072664261, 0.051169503480196, 0.13008412718772888, 0.08344753831624985, 0.24145984649658203, 0.33065518736839294, 0.03204959258437157, 0.07694752514362335, 0.11222559958696365]","[0.07095909118652344, 0.01921023055911064, 0.005111080594360828, 0.020069412887096405, 0.0024942420423030853, 0.0023863643873482943, 0.006551838479936123, 0.0073190415278077126, 0.02582729235291481, 0.04639435186982155, 0.018736736848950386, 0.04477789252996445, 0.029247213155031204, 0.020564770326018333, 0.0385899692773819, 0.03677099943161011, 0.060408465564250946, 0.043898724019527435, 0.04610878974199295, 0.005245710723102093, 0.01330986712127924, 0.004960830323398113]","[2.0405007660672525, 6.513146471187911, 41.26483090958223, 5.8328129159054685, 3.2107710035053763, 4.963959397648067, 1.5744528451596826, 46.61143098765823, 5.264001917795297, 2.861767597254159, 2.5568364271982023, 2.4888238526971858, 3.829655091861675, 5.309374186810223, 1.3259793785372909, 3.5376826629276317, 1.3813881471214386, 5.500384165817066, 7.171196407856553, 6.1096759383290555, 5.781239169593435, 22.622341880479873]"
3,"[0.20639115571975708, 0.1121838167309761, 0.11628216505050659, 0.04658646136522293, 0.010838058777153492, 0.19945065677165985, 0.09212471544742584, 0.24981531500816345, 0.058419398963451385, 0.09280683845281601, 0.07980356365442276, 0.07381836324930191, 0.01784163899719715, 0.16264107823371887, 0.11408212035894394, 0.18503373861312866, 0.2933458983898163, 0.1064121425151825, 0.03162901848554611, 0.06849106401205063, 0.02044876106083393, 0.24530534446239471]","[0.03112110123038292, 0.017198123037815094, 0.015826307237148285, 0.0059830183163285255, 0.0012505586491897702, 0.008546413853764534, 0.0037412839010357857, 0.04566827788949013, 0.03709641098976135, 0.029921870678663254, 0.010112365707755089, 0.012823894619941711, 0.008339619264006615, 0.04679079353809357, 0.01333350595086813, 0.07273895293474197, 0.0765007957816124, 0.01242317259311676, 0.022878630086779594, 0.008818858303129673, 0.0030890321359038353, 0.004405715502798557]","[6.631871866997478, 6.523026756135378, 7.347397172826481, 7.786448060518504, 8.666573762194526, 23.337350634360586, 24.623823768605433, 5.47021535632844, 1.5747992165488784, 3.1016389132045443, 7.8916809340886545, 5.756313930910752, 2.1393829181388155, 3.475920494943277, 8.556048257623958, 2.543805363532417, 3.8345470186641433, 8.565617334668739, 1.3824699453409548, 7.766432077465655, 6.619795509136303, 55.67888900374392]"
4,"[0.08524992316961288, 0.10131877660751343, 0.10672320425510406, 0.10535824298858643, 0.008900735527276993, 0.06706632673740387, 0.03266337513923645, 0.2986501455307007, 0.07506876438856125, 0.13373838365077972, 0.03021099790930748, 0.052492450922727585, 0.03380164876580238, 0.22412291169166565, 0.0461166650056839, 0.16692323982715607, 0.13219401240348816, 0.4409618675708771, 0.23081646859645844, 0.08787243068218231, 0.0815662294626236, 0.1407754272222519]","[0.010059129446744919, 0.01143391989171505, 0.003934530541300774, 0.02156110480427742, 0.0021134470589458942, 0.0030688736587762833, 0.0062019540928304195, 0.01689419522881508, 0.030443552881479263, 0.040233541280031204, 0.017712891101837158, 0.04082451015710831, 0.02531859092414379, 0.05919612944126129, 0.026624253019690514, 0.021243708208203316, 0.05493539944291115, 0.024089375510811806, 0.04217732325196266, 0.00807903427630663, 0.011724983341991901, 0.003918393049389124]","[8.474880815575876, 8.861245974001305, 27.12476193406822, 4.8864955643499695, 4.211477874310386, 21.853726869990027, 5.266626397153754, 17.677678130611216, 2.4658345456857083, 3.32405200725289, 1.7055938375962822, 1.2858072447340234, 1.3350525259116672, 3.78610753451468, 1.7321299107087575, 7.8575377797129695, 2.4063538946479155, 18.305242797720695, 5.472525300327534, 10.876600801148431, 6.956617939959196, 35.9268264943964]"
5,"[0.26680973172187805, 0.1996641457080841, 0.011112145148217678, 0.02623158134520054, 0.009759991429746151, 0.06774701178073883, 0.011877108365297318, 0.21740134060382843, 0.16916204988956451, 0.2162007838487625, 0.03288977965712547, 0.09862102568149567, 0.0472140908241272, 0.07309006154537201, 0.06112224608659744, 0.16386030614376068, 0.03429755941033363, 0.17849257588386536, 0.21267573535442352, 0.009398439899086952, 0.011769397184252739, 0.02164909988641739]","[0.053295549005270004, 0.04269687086343765, 0.0034670536406338215, 0.0025458517484366894, 0.0032090372405946255, 0.005691289436072111, 0.006269785109907389, 0.004527597222477198, 0.03277274966239929, 0.024483617395162582, 0.015917839482426643, 0.009597345255315304, 0.008615056984126568, 0.01313263550400734, 0.018447434529662132, 0.059077296406030655, 0.0288550928235054, 0.029088212177157402, 0.046381089836359024, 0.004119792487472296, 0.0031987305264919996, 0.0011253304546698928]","[5.006229163630441, 4.676317998728597, 3.2050687125181705, 10.303656275864592, 3.041407966938287, 11.90363142513008, 1.8943405805933204, 48.01693479370079, 5.161667898853384, 8.83042649945506, 2.0662213420003335, 10.275865154155658, 5.480415383336431, 5.565528832584217, 3.313319583182004, 2.7736595293320447, 1.1886137265306176, 6.1362511658256285, 4.585397542506708, 2.2812896347731773, 3.6793962751091955, 19.23799342368992]"
6,"[0.18197299540042877, 0.24131271243095398, 0.08058200031518936, 0.08081021904945374, 0.013589357025921345, 0.11254218965768814, 0.05788513273000717, 0.051016632467508316, 0.20411445200443268, 0.12005871534347534, 0.08152344077825546, 0.07494337111711502, 0.08940146863460541, 0.03215567022562027, 0.029186168685555458, 0.08185876905918121, 0.04431997984647751, 0.16197644174098969, 0.26172590255737305, 0.1127706915140152, 0.05631409212946892, 0.05465143546462059]","[0.05614940822124481, 0.06065375730395317, 0.011803723871707916, 0.0078112161718308926, 0.00104005157481879, 0.010671624913811684, 0.014437969774007797, 0.005412914790213108, 0.019932011142373085, 0.03764853999018669, 0.016129447147250175, 0.03919066861271858, 0.018789442256093025, 0.02012900449335575, 0.03847329318523407, 0.045123856514692307, 0.0180202666670084, 0.021147802472114563, 0.06286168098449707, 0.01632748730480671, 0.005115160718560219, 0.00584118627011776]","[3.2408711180606367, 3.9785286708895473, 6.826828650942486, 10.345408099301444, 13.066041487691649, 10.545928156829342, 4.009229388623314, 9.424983478356173, 10.240534713053096, 3.188934162513854, 5.054323315238611, 1.9122759006156271, 4.758069314463785, 1.5974794101831673, 0.758608537746829, 1.814090713468341, 2.459451941830515, 7.6592564146828686, 4.16352058135257, 6.906800134569158, 11.009251757258534, 9.356221996241665]"
7,"[0.18698278069496155, 0.12936799228191376, 0.2746463418006897, 0.16191838681697845, 0.005308263935148716, 0.08865783363580704, 0.08050030469894409, 0.256331205368042, 0.7650726437568665, 0.1936778724193573, 0.06716181337833405, 0.14285726845264435, 0.1331244558095932, 0.0867803767323494, 0.04406390339136124, 0.09334267675876617, 0.03849159553647041, 0.06576564162969589, 0.1707894206047058, 0.3071296513080597, 0.053338438272476196, 0.1251707226037979]","[0.11525065451860428, 0.03830096498131752, 0.03778747469186783, 0.03702131286263466, 0.0039248098619282246, 0.007466244976967573, 0.004991449881345034, 0.0030367812141776085, 0.016572697088122368, 0.006182160694152117, 0.017389612272381783, 0.02845601923763752, 0.046176593750715256, 0.02201392874121666, 0.03426991403102875, 0.034688834100961685, 0.01957968808710575, 0.05396781489253044, 0.04233749583363533, 0.06804335862398148, 0.010424320586025715, 0.010407401248812675]","[1.6224010308312649, 3.377669266166453, 7.268184604561464, 4.373653290410495, 1.3524894509261176, 11.874487631909387, 16.127639586206136, 84.40884847789705, 46.164642947899715, 31.328508267758675, 3.862180037504377, 5.020282958752479, 2.882942309003274, 3.942066759300014, 1.285789726564963, 2.6908565588307973, 1.9658942147203633, 1.2186085681004357, 4.033999112177554, 4.5137344410834785, 5.116730422122555, 12.02708722488027]"
8,"[0.31879517436027527, 0.09297269582748413, 0.11971929669380188, 0.06967327743768692, 0.006307709030807018, 0.06595273315906525, 0.13228143751621246, 0.06833884865045547, 0.239753857254982, 0.10682086646556854, 0.06105709448456764, 0.10582892596721649, 0.0647287517786026, 0.10564965754747391, 0.046546705067157745, 0.1638500988483429, 0.047014039009809494, 0.09378605335950851, 0.16279998421669006, 0.011751458048820496, 0.03509842976927757, 0.021695474162697792]","[0.044731441885232925, 0.034384869039058685, 0.008117171935737133, 0.011322632431983948, 0.0018093523103743792, 0.005805191118270159, 0.01437345054000616, 0.005291407462209463, 0.004806602839380503, 0.013618206605315208, 0.02996610477566719, 0.046246498823165894, 0.011819958686828613, 0.03841793164610863, 0.021462809294462204, 0.05319538339972496, 0.06820306181907654, 0.057271428406238556, 0.05567394569516182, 0.0012122892076149583, 0.005864114500582218, 0.003599371761083603]","[7.126870070010381, 2.7038839590133086, 14.748892550460678, 6.153452199055339, 3.486169605908243, 11.360992569477705, 9.203178954700446, 12.915060716552741, 49.88010561028225, 7.843974582077216, 2.0375385770574588, 2.2883662257737107, 5.476224874688612, 2.7500089937344456, 2.1687144692268987, 3.080156366523905, 0.6893244636805964, 1.6375714028688768, 2.924168247533383, 9.693609392052709, 5.985290663371738, 6.0275724773054]"
9,"[0.03890915960073471, 0.03116798587143421, 0.012794245034456253, 0.014157120138406754, 0.006816625129431486, 0.22375626862049103, 0.07396259903907776, 0.1989116072654724, 0.24900811910629272, 0.32487159967422485, 0.06189875304698944, 0.08157941699028015, 0.024177653715014458, 0.10851328074932098, 0.050100091844797134, 0.06587564200162888, 0.28277379274368286, 0.1214674785733223, 0.05178411677479744, 0.007271536625921726, 0.014873813837766647, 0.51565021276474]","[0.007252385839819908, 0.008007793687283993, 0.0020746146328747272, 0.0027438392862677574, 0.0035869453568011522, 0.011035406962037086, 0.004668289329856634, 0.035800423473119736, 0.029698919504880905, 0.02066963165998459, 0.03345018997788429, 0.022264299914240837, 0.026374710723757744, 0.022871170192956924, 0.0188103336840868, 0.12758766114711761, 0.07031967490911484, 0.01126820407807827, 0.003721351968124509, 0.003053609048947692, 0.0034812737721949816, 0.007270596455782652]","[5.365015108145557, 3.8922064039846003, 6.167046559739953, 5.159602535490933, 1.9003983756001712, 20.276213590512356, 15.843619324543706, 5.55612442447287, 8.384416782077516, 15.717338606626486, 1.8504753810939194, 3.664135737683797, 0.9166983466945013, 4.744544325184426, 2.663434508191681, 0.5163167144013212, 4.02126137683594, 10.779666194511975, 13.915404191368562, 2.3812925981561324, 4.272520580416329, 70.92268370287816]"
