,vv_list,vh_list,vv/vh_list
0,"[0.3683697283267975, 0.14394225180149078, 0.020538149401545525, 0.05216551944613457, 0.04419327154755592, 0.3783743679523468, 0.13775640726089478, 0.13470186293125153, 0.07420693337917328, 0.056167665868997574, 0.023176148533821106, 0.06521232426166534, 0.03795723244547844, 0.12597401440143585, 0.09855561703443527, 0.3728567361831665, 0.2581041753292084, 0.013708757236599922, 0.01242875400930643]","[0.25369125604629517, 0.06128684803843498, 0.0022818997967988253, 0.0034580817446112633, 0.002602535765618086, 0.007054281886667013, 0.03783413767814636, 0.032553959637880325, 0.018789853900671005, 0.03615814819931984, 0.01976899616420269, 0.02278568409383297, 0.02791021764278412, 0.01797068864107132, 0.023425837978720665, 0.01871703378856182, 0.03343237191438675, 0.002740042982622981, 0.00456109456717968]","[1.452039514754009, 2.348664622321903, 9.000460682084977, 15.08510304229338, 16.98085080381606, 53.6375458241179, 3.6410611081659514, 4.1378027259857575, 3.949308694546224, 1.5533888947900858, 1.1723482741014448, 2.86198667519117, 1.3599762255989383, 7.0099714550463625, 4.207133043605965, 19.920717160377368, 7.720187367805034, 5.003117587402531, 2.72494986153985]"
1,"[0.1426536738872528, 0.11602926254272461, 0.3625299036502838, 0.27310648560523987, 0.04277821257710457, 0.03182503953576088, 0.13569486141204834, 0.20717133581638336, 0.267443984746933, 0.21944253146648407, 0.056815363466739655, 0.028015723451972008, 0.04085437208414078, 0.053675998002290726, 0.056012704968452454, 0.22562183439731598, 0.03346657380461693, 0.008769111707806587, 0.004802569281309843]","[0.0634596049785614, 0.07425151020288467, 0.018413634970784187, 0.028464682400226593, 0.004732148256152868, 0.0038722797762602568, 0.02305382303893566, 0.05275331437587738, 0.013939037919044495, 0.022386828437447548, 0.027882779017090797, 0.00878254696726799, 0.013895619660615921, 0.03423064574599266, 0.02516334131360054, 0.05840376019477844, 0.008143292739987373, 0.002087577013298869, 0.0024498419370502234]","[2.2479445615119347, 1.5626518871560524, 19.688122645283688, 9.594573435432597, 9.039913853392731, 8.21868288827432, 5.886002559439835, 3.9271719372975937, 19.18668894511953, 9.80230549761179, 2.0376506743432774, 3.189931526285584, 2.940089976694851, 1.5680685196706963, 2.225964519989169, 3.863138839774354, 4.109710269935453, 4.200617103916708, 1.960358833228426]"
2,"[0.5467211008071899, 0.2468954175710678, 0.09630095958709717, 0.22103098034858704, 0.31036490201950073, 0.2319413274526596, 0.03858761861920357, 0.07450787723064423, 0.02360016480088234, 0.04233516380190849, 0.011020859703421593, 0.13130836188793182, 0.05352509021759033, 0.028942761942744255, 0.22594411671161652, 0.018274763599038124, 0.10900744050741196, 0.08744010329246521, 0.027679814025759697]","[0.13721807301044464, 0.05586425960063934, 0.01615532860159874, 0.011360427364706993, 0.00988603476434946, 0.01608102209866047, 0.02807852253317833, 0.024891134351491928, 0.019609468057751656, 0.028411025181412697, 0.018912650644779205, 0.0273907408118248, 0.02589474990963936, 0.012029149569571018, 0.05554650351405144, 0.0077545177191495895, 0.005783501081168652, 0.0055479672737419605, 0.0020468663424253464]","[3.984322828710582, 4.419559470331586, 5.960940935461206, 19.456220549876104, 31.394275805980737, 14.42329511331124, 1.374275251612951, 2.9933500088226537, 1.2035086689438856, 1.4900963105550082, 0.5827242257268617, 4.793895966159665, 2.0670247986316923, 2.406052213030751, 4.0676568715879675, 2.3566602412821944, 18.84800209726687, 15.760746049514658, 13.523019775175788]"
3,"[0.2428361475467682, 0.4117400348186493, 0.07700366526842117, 0.15043328702449799, 0.05710775777697563, 0.27808037400245667, 0.06700526922941208, 0.09074980765581131, 0.10164719820022583, 0.06528780609369278, 0.05672196298837662, 0.03780870884656906, 0.1083538606762886, 0.060618091374635696, 0.09675002843141556, 0.35055384039878845, 0.2379709631204605, 0.29880550503730774, 0.2013045847415924]","[0.05659997835755348, 0.06351569294929504, 0.009044633246958256, 0.006157349329441786, 0.007016980089247227, 0.02577238716185093, 0.031201157718896866, 0.030358130112290382, 0.04027450829744339, 0.04248987138271332, 0.026122255250811577, 0.03179674595594406, 0.03939384967088699, 0.04107889533042908, 0.0296084675937891, 0.08410271257162094, 0.011235437355935574, 0.005771826021373272, 0.009008646011352539]","[4.290392939953497, 6.482492998184619, 8.513741040226014, 24.431501117727876, 8.138509308938639, 10.78985707672744, 2.147525096122654, 2.9893082123352377, 2.5238594460178265, 1.53654986398134, 2.1714037491695652, 1.189074784537854, 2.750527343266092, 1.475650474216453, 3.267647274380069, 4.168163305080804, 21.180391611078917, 51.76966594814545, 22.345709276167792]"
4,"[0.19288887083530426, 0.16094624996185303, 0.1456144154071808, 0.05467461422085762, 0.2197086364030838, 0.0808824971318245, 0.025124019011855125, 0.11285825818777084, 0.03366491571068764, 0.049759622663259506, 0.07363855093717575, 0.05674980208277702, 0.05296023562550545, 0.22509025037288666, 0.2516421675682068, 0.0331154391169548, 0.13140100240707397, 0.058763764798641205, 0.027478883042931557]","[0.05863180011510849, 0.056150343269109726, 0.005081412848085165, 0.016790056601166725, 0.009009228087961674, 0.022655539214611053, 0.013991542160511017, 0.015369298867881298, 0.014241166412830353, 0.028110889717936516, 0.06705956906080246, 0.05151110514998436, 0.035339679569005966, 0.04378646984696388, 0.05528129264712334, 0.008169611915946007, 0.011743512004613876, 0.004167493432760239, 0.009018721990287304]","[3.2898336816644975, 2.8663448982046598, 28.656285123940055, 3.256368666265147, 24.387065601842544, 3.5700980835477796, 1.7956575996864605, 7.343097376004679, 2.3639156186222055, 1.7701190948612964, 1.0981065337656462, 1.1017003404904477, 1.4986054279890324, 5.140634793341173, 4.552031175799603, 4.053489866797445, 11.189242396605733, 14.10050567487528, 3.046871061390393]"
5,"[0.2095695436000824, 0.24535737931728363, 0.20418356359004974, 0.06546815484762192, 0.13335615396499634, 0.25660616159439087, 0.1290152370929718, 0.3936503529548645, 0.028821926563978195, 0.04750725254416466, 0.04500338062644005, 0.06336777657270432, 0.08334475010633469, 0.06506509333848953, 0.30167844891548157, 0.014111950062215328, 0.03046588972210884, 0.25488460063934326, 0.2763544023036957]","[0.03507489338517189, 0.04792509227991104, 0.010691788978874683, 0.00786635559052229, 0.00791161973029375, 0.03162282332777977, 0.020987194031476974, 0.048490144312381744, 0.021861864253878593, 0.025739192962646484, 0.01726360060274601, 0.03145959600806236, 0.042798250913619995, 0.031456101685762405, 0.07651298493146896, 0.004449579864740372, 0.009598549455404282, 0.00811310950666666, 0.012795951217412949]","[5.974916054589609, 5.11960160419203, 19.097230967940426, 8.322552177338723, 16.855733530059965, 8.114587332528576, 6.1473314107389685, 8.118151812848856, 1.318365452702177, 1.8457164765464347, 2.6068362945839727, 2.01425906920307, 1.9473868283671212, 2.068441092557224, 3.9428398877091055, 3.1715241643468612, 3.1740097671691005, 31.416388553599685, 21.597019057686612]"
6,"[0.3902285397052765, 0.3835757374763489, 0.220206156373024, 0.07965520769357681, 0.11173316091299057, 0.2054421305656433, 0.10199429094791412, 0.10111888498067856, 0.038305025547742844, 0.06532517075538635, 0.11302069574594498, 0.20318876206874847, 0.11779744923114777, 0.02252577245235443, 0.3036423921585083, 0.14102432131767273, 0.12013836205005646, 0.09411104023456573, 0.07983467727899551]","[0.13101772964000702, 0.03171532601118088, 0.012380394153296947, 0.005937586072832346, 0.006476340349763632, 0.03624684736132622, 0.052463047206401825, 0.05697013810276985, 0.02176618203520775, 0.032910846173763275, 0.012163097970187664, 0.032681725919246674, 0.043324064463377, 0.029932036995887756, 0.04571094736456871, 0.02327541820704937, 0.021809525787830353, 0.008445949293673038, 0.0030060852877795696]","[2.9784407101046115, 12.094333740763807, 17.786683820109413, 13.415419451019378, 17.25251529084146, 5.667862049289312, 1.9441167903695122, 1.77494540733371, 1.7598412751387815, 1.9849131319954931, 9.292097788159243, 6.217198032038084, 2.7189842571378575, 0.7525639653408539, 6.64266241819058, 6.058938235316478, 5.508527017909453, 11.142742747113749, 26.557688700164928]"
7,"[0.12570150196552277, 0.3753798007965088, 0.04163016378879547, 0.0347023531794548, 0.0780511125922203, 0.6056302785873413, 0.045573294162750244, 0.08355162292718887, 0.0895514041185379, 0.07804907858371735, 0.02758147194981575, 0.10281959176063538, 0.11171843856573105, 0.1053997129201889, 0.49850693345069885, 0.13005445897579193, 0.09067416936159134, 0.03447267785668373, 0.05977071076631546]","[0.05192454531788826, 0.09232527762651443, 0.005953503772616386, 0.0037440815940499306, 0.00868765078485012, 0.050185877829790115, 0.02357637695968151, 0.026612933725118637, 0.037371352314949036, 0.025413742288947105, 0.015565434470772743, 0.033731430768966675, 0.014556138776242733, 0.023788249120116234, 0.07933016866445541, 0.05452553927898407, 0.016482770442962646, 0.0031117089092731476, 0.005201078951358795]","[2.4208493535371987, 4.065839935137172, 6.992548485528256, 9.268588920338582, 8.984144796465463, 12.067743053960129, 1.933006680402428, 3.139511930183353, 2.3962580578791672, 3.0711367769579647, 1.7719692952744461, 3.048183531403318, 7.6750050465352935, 4.430746978812281, 6.283951513569129, 2.3852026168940466, 5.501148588786229, 11.078374893600209, 11.49198297609003]"
8,"[0.2364235520362854, 0.46284767985343933, 0.18839895725250244, 0.08626322448253632, 0.571229875087738, 0.5102213621139526, 0.01987362653017044, 0.11242685467004776, 0.03623261675238609, 0.0503271110355854, 0.02186841331422329, 0.07738646864891052, 0.09936821460723877, 0.07009582221508026, 0.4187370240688324, 0.3456230163574219, 0.02102530561387539, 0.27259424328804016, 0.21521195769309998]","[0.046549368649721146, 0.13426493108272552, 0.0062101189978420734, 0.007135612890124321, 0.013691332191228867, 0.03319626674056053, 0.012987462803721428, 0.0349288135766983, 0.0069041927345097065, 0.019835317507386208, 0.02164776623249054, 0.045705001801252365, 0.0322188138961792, 0.05619242787361145, 0.2069680094718933, 0.01928470842540264, 0.007410775870084763, 0.006017955020070076, 0.008119798265397549]","[5.0789851483345885, 3.447271570625259, 30.33741500250935, 12.089112149276554, 41.722008282998736, 15.369841618080015, 1.5302162424269543, 3.2187424409127345, 5.247915019996775, 2.537247564443814, 1.0101926027546244, 1.693172860717184, 3.0841673727480936, 1.2474246952407975, 2.023196846398128, 17.92212818225203, 2.837126096168782, 45.29682298703288, 26.50459416094411]"
9,"[0.18083086609840393, 0.15059952437877655, 0.01862017996609211, 0.005933165084570646, 0.030531153082847595, 0.34720081090927124, 0.19221478700637817, 0.16508068144321442, 0.04549910128116608, 0.08846132457256317, 0.1303667426109314, 0.13058501482009888, 0.048329874873161316, 0.032192207872867584, 0.055043138563632965, 0.34012797474861145, 0.13569548726081848, 0.04914894327521324, 0.02168368734419346]","[0.07912309467792511, 0.06746610999107361, 0.003956608474254608, 0.003654432250186801, 0.004485858138650656, 0.006159231532365084, 0.02418276108801365, 0.019661391153931618, 0.02777971513569355, 0.04613042250275612, 0.027041874825954437, 0.07414485514163971, 0.027071818709373474, 0.021980859339237213, 0.00971112959086895, 0.08422033488750458, 0.01016553770750761, 0.005781592335551977, 0.003939392510801554]","[2.285437227076189, 2.2322248073692443, 4.7060961647462465, 1.6235531755356432, 6.806089746750518, 56.37080033196115, 7.9484218657583625, 8.39618520127981, 1.6378534142240095, 1.917635256153961, 4.82092101416752, 1.7612147811286558, 1.7852466948010166, 1.464556384081057, 5.668046960817842, 4.038549302884271, 13.348579402799574, 8.500935455616297, 5.504322629628356]"
