,vv_list,vh_list,vv/vh_list
0,"[0.1329512745141983, 0.21089856326580048, 0.019235871732234955, 0.01046168152242899, 0.01252396684139967, 0.02677643485367298, 0.010999761521816254, 0.3821910321712494, 0.05730465054512024, 0.07050971686840057, 0.08447350561618805, 0.08761341124773026, 0.0420125387609005, 0.10404867678880692, 0.04069168493151665, 0.09749076515436172, 0.04576043784618378, 0.12570150196552277, 0.3753798007965088, 0.04163016378879547, 0.0347023531794548, 0.0780511125922203]","[0.0748562216758728, 0.07611723989248276, 0.008644647896289825, 0.002483421005308628, 0.004531653132289648, 0.004662204533815384, 0.004539544228464365, 0.014365442097187042, 0.041813865303993225, 0.0231865793466568, 0.012282956391572952, 0.028510961681604385, 0.01931607350707054, 0.015446231700479984, 0.03509856015443802, 0.015389163047075272, 0.029678093269467354, 0.05192454531788826, 0.09232527762651443, 0.005953503772616386, 0.0037440815940499306, 0.00868765078485012]","[1.7760885005641467, 2.77070691953228, 2.2251770069768546, 4.212608937455959, 2.7636640483716484, 5.743299046504957, 2.4230982160817605, 26.60489176633748, 1.370470061270505, 3.0409710640895873, 6.877294270469228, 3.072972852552339, 2.175004083802127, 6.736185161949478, 1.1593548211797915, 6.335027113309451, 1.5418927837005567, 2.4208493535371987, 4.065839935137172, 6.992548485528256, 9.268588920338582, 8.984144796465463]"
1,"[0.3052248954772949, 0.29405155777931213, 0.20565198361873627, 0.01875666156411171, 0.016334742307662964, 0.04286634922027588, 0.03804916515946388, 0.150294691324234, 0.1262122243642807, 0.2796916961669922, 0.05528426170349121, 0.12965595722198486, 0.03609326854348183, 0.08404288440942764, 0.08348092436790466, 0.02118164673447609, 0.06403647363185883, 0.45095232129096985, 0.21119296550750732, 0.06613419950008392, 0.02471546083688736, 0.18500730395317078]","[0.053954679518938065, 0.0735861212015152, 0.006111855152994394, 0.004059231840074062, 0.00462025823071599, 0.0075040459632873535, 0.00789623148739338, 0.009999406524002552, 0.036184851080179214, 0.024184413254261017, 0.025846516713500023, 0.041457999497652054, 0.02340693771839142, 0.031015446409583092, 0.041671399027109146, 0.016959114000201225, 0.04150805249810219, 0.1405942142009735, 0.05225106328725815, 0.011329558677971363, 0.007194140926003456, 0.002580223372206092]","[5.657060670153015, 3.996019262573353, 33.64804604670331, 4.6207416336607885, 3.535460896767151, 5.712431590903675, 4.818648645269678, 15.030361148280848, 3.4879851815506107, 11.564956868147863, 2.138944381415056, 3.127405055550928, 1.5419901987060203, 2.7097106164320834, 2.003314655061053, 1.248983097479312, 1.5427482085502968, 3.20747424674498, 4.041888379312818, 5.837314707471529, 3.435498566278084, 71.70204949929953]"
2,"[0.0948965772986412, 0.0461021326482296, 0.0556475892663002, 0.07772428542375565, 0.00966071616858244, 0.14387573301792145, 0.0708051547408104, 0.1371120810508728, 0.03271390125155449, 0.2019999623298645, 0.03628578037023544, 0.01992020569741726, 0.019358055666089058, 0.04712086170911789, 0.06322105973958969, 0.13307398557662964, 0.04217403009533882, 0.08548616617918015, 0.025814557448029518, 0.06636833399534225, 0.013167307712137699, 0.46375739574432373]","[0.018574131652712822, 0.020092036575078964, 0.008711077272891998, 0.012130378745496273, 0.003312237560749054, 0.004233857151120901, 0.006001653615385294, 0.03827448934316635, 0.015038061887025833, 0.021598339080810547, 0.01316639594733715, 0.022600451484322548, 0.02096722461283207, 0.0203362088650465, 0.05390201881527901, 0.044511325657367706, 0.033600397408008575, 0.040921200066804886, 0.004989228211343288, 0.006611195858567953, 0.004744206089526415, 0.0177238117903471]","[5.109072072544571, 2.2945475176673775, 6.388140929419825, 6.407407967588222, 2.9166736960732047, 33.982188789678645, 11.797607672542236, 3.5823359998754163, 2.1754067443876246, 9.35256926813114, 2.755938718186133, 0.8814074228223043, 0.923253125940274, 2.317091746146862, 1.1728885323617808, 2.9896657448709947, 1.2551646215138736, 2.0890434796541117, 5.174058262025113, 10.038778976625004, 2.775450194123441, 26.165782012924524]"
3,"[0.06703995913267136, 0.20440419018268585, 0.07463925331830978, 0.21342718601226807, 0.023237062618136406, 0.05197768658399582, 0.03520725294947624, 0.24368014931678772, 0.08167315274477005, 0.07633333653211594, 0.038851298391819, 0.0311245396733284, 0.03080722875893116, 0.21128463745117188, 0.02824275568127632, 0.19714587926864624, 0.0899360328912735, 0.26742738485336304, 0.0851304680109024, 0.23891550302505493, 0.06867996603250504, 0.05476765334606171]","[0.01973288506269455, 0.01472343597561121, 0.007814241573214531, 0.0007391186081804335, 0.0023922633845359087, 0.003917575813829899, 0.00409588310867548, 0.008243436925113201, 0.029193149879574776, 0.02825210988521576, 0.022423526272177696, 0.017394613474607468, 0.02561669610440731, 0.018699727952480316, 0.03529348596930504, 0.022086692973971367, 0.021072955802083015, 0.11925124377012253, 0.04401693120598793, 0.03495296463370323, 0.0026757605373859406, 0.006872957106679678]","[3.3973724024477225, 13.882913643342038, 9.551695147761546, 288.75904848030325, 9.713421510501579, 13.2678189406069, 8.595766044910766, 29.560503893033843, 2.7976820960287445, 2.701863218083437, 1.7326132348784185, 1.7893205686210722, 1.2026230327817655, 11.29880808897796, 0.8002257330386469, 8.926002616189662, 4.267841385705537, 2.242554261059748, 1.9340391453578099, 6.835343025371925, 25.66745606451065, 7.968571969237843]"
4,"[0.01613694801926613, 0.02293359860777855, 0.015541555359959602, 0.026981689035892487, 0.022810865193605423, 0.45556673407554626, 0.21790052950382233, 0.5242424607276917, 0.14375260472297668, 0.30897101759910583, 0.04230343922972679, 0.07303376495838165, 0.11639085412025452, 0.04845604673027992, 0.09219357371330261, 0.28484949469566345, 0.2641324996948242, 0.047314126044511795, 0.09082899242639542, 0.11240004748106003, 0.048742588609457016, 0.4944697618484497]","[0.0024726835545152426, 0.006970706861466169, 0.0018310107989236712, 0.005469929426908493, 0.0023006184492260218, 0.004794555716216564, 0.012980571947991848, 0.014627208933234215, 0.03595319390296936, 0.030535632744431496, 0.01806606352329254, 0.03448506072163582, 0.03248356655240059, 0.019791802391409874, 0.024515658617019653, 0.05596722662448883, 0.0400296151638031, 0.007085294462740421, 0.008019381202757359, 0.0053168730810284615, 0.004514561966061592, 0.007603970356285572]","[6.526087007696259, 3.2899961314618897, 8.487964882072482, 4.932730741124399, 9.915101394270526, 95.01750757316027, 16.786666286883644, 35.84022509834873, 3.9983264104695917, 10.118376134041306, 2.3415969491740714, 2.1178377949777105, 3.5830688090391676, 2.4482887294444207, 3.7605995071777722, 5.089576737594242, 6.598427154844766, 6.677792474726848, 11.326184668109438, 21.140254011727905, 10.796748162032431, 65.02783923134479]"
5,"[0.07763610035181046, 0.0638142004609108, 0.34748753905296326, 0.39379310607910156, 0.0027878691907972097, 0.12508262693881989, 0.10954947769641876, 0.025642432272434235, 0.16715654730796814, 0.20621171593666077, 0.10504749417304993, 0.12189382314682007, 0.07483331859111786, 0.015243500471115112, 0.10405436158180237, 0.10766192525625229, 0.05906669795513153, 0.06835000962018967, 0.03410244733095169, 0.10614004731178284, 0.3342198133468628, 0.11797813326120377]","[0.02335045300424099, 0.03169744089245796, 0.10263015329837799, 0.04763302952051163, 0.0016636474756523967, 0.015183331444859505, 0.0168105810880661, 0.0013393447734415531, 0.006703272927552462, 0.008264457806944847, 0.023067625239491463, 0.06327786296606064, 0.06074240803718567, 0.02355886623263359, 0.07177405059337616, 0.027436766773462296, 0.017869852483272552, 0.015749063342809677, 0.05346101522445679, 0.08166737854480743, 0.05070938169956207, 0.012192115187644958]","[3.3248220211278094, 2.013228786431609, 3.385823053802796, 8.26722780480564, 1.6757571730777587, 8.238154280770052, 6.516697853721926, 19.145505161112446, 24.93655697963671, 24.951632733048196, 4.553892872908739, 1.92632648185667, 1.2319781353631212, 0.647038797223608, 1.4497490488770781, 3.92400191120137, 3.305382515631964, 4.339941248086683, 0.6378937472057369, 1.2996627197179873, 6.590887172062465, 9.676592735996989]"
6,"[0.009178481996059418, 0.014255079440772533, 0.016232004389166832, 0.03491547703742981, 0.02283528260886669, 0.03342103213071823, 0.10055288672447205, 0.15889857709407806, 0.04558419808745384, 0.0754610225558281, 0.04351471737027168, 0.03768235817551613, 0.025526665151119232, 0.20612436532974243, 0.05201508849859238, 0.24336236715316772, 0.05276283621788025, 0.25522783398628235, 0.14138968288898468, 0.021407583728432655, 0.12797804176807404, 0.11314314603805542]","[0.0030612603295594454, 0.003218371421098709, 0.0018834966467693448, 0.002027821261435747, 0.003201340092346072, 0.004103164188563824, 0.005785141605883837, 0.023074762895703316, 0.011529723182320595, 0.02130640111863613, 0.008929841220378876, 0.014899840578436852, 0.013819354586303234, 0.023796850815415382, 0.05923355743288994, 0.012267017737030983, 0.014424124732613564, 0.09456206113100052, 0.011899503879249096, 0.004012236371636391, 0.005943533964455128, 0.005499766208231449]","[2.998269016010252, 4.429283502618862, 8.618016080362379, 17.218222188236055, 7.133038649490085, 8.145185177787427, 17.381231709558104, 6.886249614450691, 3.9536246765535163, 3.5417066512384574, 4.8729553299297566, 2.5290443865587586, 1.8471676800607935, 8.661833741303994, 0.8781354818596554, 19.838755626684968, 3.6579575673372555, 2.699051088075431, 11.88198132659518, 5.335573915776446, 21.532314366072004, 20.57235557917264]"
7,"[0.06867431104183197, 0.1394244283437729, 0.11812622100114822, 0.20315848290920258, 0.00956003088504076, 0.18844763934612274, 0.058883655816316605, 0.22943490743637085, 0.06891237199306488, 0.07199501991271973, 0.02995670773088932, 0.06799356639385223, 0.06448095291852951, 0.16989901661872864, 0.026230335235595703, 0.11367595195770264, 0.06596099585294724, 0.2770487070083618, 0.2985557019710541, 0.11921858787536621, 0.014986158348619938, 0.2118239551782608]","[0.025818584486842155, 0.021378319710493088, 0.009243919514119625, 0.008529799059033394, 0.00416558375582099, 0.014956795610487461, 0.01088670827448368, 0.017097165808081627, 0.016230812296271324, 0.019950971007347107, 0.04617896303534508, 0.047323040664196014, 0.03553083911538124, 0.03834328055381775, 0.019315604120492935, 0.046201881021261215, 0.017543144524097443, 0.058439951390028, 0.0946422815322876, 0.016708971932530403, 0.003281018231064081, 0.00662833359092474]","[2.659879013771272, 6.521767390134942, 12.778802413923696, 23.817499275560277, 2.295003880712173, 12.599466105827263, 5.40876583919571, 13.4194702216621, 4.2457746867601935, 3.6085972901372556, 0.64870897399668, 1.4367962294801413, 1.8147883507377065, 4.430998447831356, 1.3579867899532363, 2.4604182653383995, 3.7599300263611544, 4.740741571794608, 3.1545699991308913, 7.135004377095257, 4.567532788063696, 31.95734678596775]"
8,"[0.03893299773335457, 0.14642523229122162, 0.11163810640573502, 0.25131142139434814, 0.008785051293671131, 0.03862230107188225, 0.018000788986682892, 0.17666573822498322, 0.09113411605358124, 0.17076709866523743, 0.056543175131082535, 0.1051807850599289, 0.12975801527500153, 0.11639120429754257, 0.09698295593261719, 0.04727852717041969, 0.10747212171554565, 0.014863145537674427, 0.026214439421892166, 0.0433511883020401, 0.16506733000278473, 0.12189611792564392]","[0.013918595388531685, 0.016557442024350166, 0.005512205883860588, 0.016953391954302788, 0.0017932453192770481, 0.002282526111230254, 0.005059942603111267, 0.004436279647052288, 0.022483985871076584, 0.04891089349985123, 0.021858878433704376, 0.01205161027610302, 0.026521017774939537, 0.02143050730228424, 0.015654107555747032, 0.016827622428536415, 0.06001349538564682, 0.007380401715636253, 0.004686260130256414, 0.007161935791373253, 0.011799539439380169, 0.003058965317904949]","[2.7971930102540132, 8.843469424557348, 20.252891266744005, 14.823666088281824, 4.8989679210275865, 16.920858377854564, 3.5575085329257554, 39.82294902044099, 4.053290042795136, 3.4913919261310746, 2.5867372519853613, 8.72752957075707, 4.8926484034716635, 5.431098884212444, 6.195367930573098, 2.809578558777525, 1.7907992364872205, 2.013866739284001, 5.5938933591502975, 6.05299873733269, 13.98930279023295, 39.84880678841079]"
9,"[0.028455229476094246, 0.026590310037136078, 0.016069045290350914, 0.015053978189826012, 0.007328290492296219, 0.08476969599723816, 0.06093987450003624, 0.8047610521316528, 0.1044161468744278, 0.09589672833681107, 0.014471679925918579, 0.036317069083452225, 0.034987129271030426, 0.126033753156662, 0.047812771052122116, 0.11417993158102036, 0.23723159730434418, 0.05384065583348274, 0.01189353410154581, 0.038457222282886505, 0.10780041664838791, 0.07435423135757446]","[0.0063651446253061295, 0.00948549434542656, 0.005875631235539913, 0.003895497415214777, 0.002428316744044423, 0.005919353570789099, 0.005420671310275793, 0.007527609821408987, 0.026399003341794014, 0.03212765231728554, 0.008486597798764706, 0.017787078395485878, 0.007627453655004501, 0.042617104947566986, 0.02154691331088543, 0.043943118304014206, 0.03327322006225586, 0.006122692488133907, 0.012157218530774117, 0.015927812084555626, 0.01708253100514412, 0.008403943851590157]","[4.470476501502226, 2.8032603329690056, 2.734862799617874, 3.8644559565176904, 3.0178478611858375, 14.320769148773396, 11.242126853276359, 106.90791250137099, 3.9553064001139644, 2.9848657284309583, 1.7052392806956225, 2.041766965656879, 4.5869999155058485, 2.957351357200937, 2.2190079090338783, 2.5983575127983127, 7.129805797589532, 8.793624036782624, 0.9783104639798298, 2.4144698643309885, 6.310564670769549, 8.84754023475603]"
