,vv_list,vh_list,vv/vh_list
0,"[0.24393528699874878, 0.217161163687706, 0.03778969496488571, 0.18300148844718933, 0.13982973992824554, 0.18249885737895966, 0.1811591237783432, 0.46823346614837646, 0.09275320917367935, 0.142171248793602, 0.06536149978637695, 0.029356343671679497, 0.020704297348856926, 0.18171000480651855, 0.08341524749994278, 0.79763263463974, 0.04928237944841385, 0.01947428658604622, 0.023684119805693626]","[0.07944057136774063, 0.04479441046714783, 0.019956067204475403, 0.005768349394202232, 0.01107645221054554, 0.007391916587948799, 0.028307346627116203, 0.01685318350791931, 0.05125325545668602, 0.0590318888425827, 0.02450280450284481, 0.018283167853951454, 0.029338108375668526, 0.022439012303948402, 0.020854083821177483, 0.12774471938610077, 0.006841761060059071, 0.004648480098694563, 0.006752054672688246]","[3.070663803128265, 4.847952265092801, 1.8936444028616466, 31.725104694789138, 12.624054821011919, 24.68897683132565, 6.399721110024741, 27.783087149579398, 1.8097037611994193, 2.4083804801286766, 2.667510969154098, 1.605648643943005, 0.7057134387719413, 8.097950228163322, 3.999947838285466, 6.243957781369757, 7.203171671123568, 4.189387966082764, 3.507690762856944]"
1,"[0.20161159336566925, 0.7805506587028503, 0.09851653128862381, 0.08565202355384827, 0.10983383655548096, 0.5784613490104675, 0.09103032201528549, 0.12635202705860138, 0.08093199133872986, 0.11651203036308289, 0.08123406767845154, 0.08548140525817871, 0.06978272646665573, 0.05118788406252861, 0.3562074303627014, 0.2683349847793579, 0.07070371508598328, 0.01580464094877243, 0.061769235879182816]","[0.12746724486351013, 0.09676110744476318, 0.013322013430297375, 0.008383367210626602, 0.008040821179747581, 0.04976946488022804, 0.016194693744182587, 0.03915149345993996, 0.024058246985077858, 0.023313498124480247, 0.016801482066512108, 0.03197569027543068, 0.031087752431631088, 0.04678155481815338, 0.03591097891330719, 0.09493172913789749, 0.008295506238937378, 0.007125099655240774, 0.009553837589919567]","[1.5816737357236497, 8.066780954821478, 7.395018163288604, 10.216899892596537, 13.65952980425923, 11.622816327291343, 5.620996818663839, 3.2272594451061116, 3.3640020151479852, 4.997621109495356, 4.834934641888724, 2.6733247827291, 2.244701562781791, 1.0941894569666029, 9.919179068401975, 2.82661010408412, 8.523134459728903, 2.2181641960821605, 6.465384752233667]"
2,"[0.24430467188358307, 0.17013780772686005, 0.5792474150657654, 0.0712694525718689, 0.21307316422462463, 0.05806763470172882, 0.2415987104177475, 0.7278469204902649, 0.19555532932281494, 0.5201531648635864, 0.039392486214637756, 0.043166693300008774, 0.05466734245419502, 0.10001198202371597, 0.16888411343097687, 0.4306086301803589, 0.02432769164443016, 0.023180928081274033, 0.032009515911340714]","[0.07272255420684814, 0.052519239485263824, 0.05791035667061806, 0.014238984324038029, 0.014975911006331444, 0.0069093238562345505, 0.05800020694732666, 0.014180243015289307, 0.046394575387239456, 0.019295142963528633, 0.008484494872391224, 0.019293228164315224, 0.019714215770363808, 0.0476931631565094, 0.03241591900587082, 0.11504670232534409, 0.006983737461268902, 0.006802223157137632, 0.006383189000189304]","[3.3594071955819365, 3.239532967239527, 10.002483983312398, 5.005234288484533, 14.227726389035203, 8.404242717517452, 4.165480144530472, 51.32824026397091, 4.215047291425394, 26.957725363671653, 4.6428793707945974, 2.237401275326746, 2.7729909772204033, 2.0969878155390465, 5.20991286412057, 3.742902851423134, 3.4834774043768206, 3.4078458682952912, 5.0146589597129925]"
3,"[0.23656776547431946, 0.3311614692211151, 0.18288755416870117, 0.06178847700357437, 0.2257247269153595, 0.6251353621482849, 0.17475147545337677, 0.13816675543785095, 0.052114129066467285, 0.06142720207571983, 0.08246438205242157, 0.04060303047299385, 0.08208610117435455, 0.20054863393306732, 0.42200759053230286, 0.4711841344833374, 0.03008025884628296, 0.020650533959269524, 0.02510981075465679]","[0.05131092667579651, 0.060052406042814255, 0.006132709793746471, 0.005772407166659832, 0.014710644260048866, 0.012859057635068893, 0.043309345841407776, 0.02871415577828884, 0.02175745740532875, 0.028511865064501762, 0.03396579995751381, 0.03122575394809246, 0.01852710172533989, 0.01565212942659855, 0.07297956198453903, 0.03451937437057495, 0.008882067166268826, 0.0033928989432752132, 0.006397599820047617]","[4.610475405541819, 5.514541232286582, 29.821654752878043, 10.704109259729835, 15.34431279317808, 48.61439927319648, 4.034959938976914, 4.811799326599764, 2.395230660256455, 2.1544434899910767, 2.4278651512866563, 1.3003058481947154, 4.430595912477975, 12.812865806761327, 5.782544853060458, 13.649845719248747, 3.3866281669787304, 6.086398181767026, 3.92487987072469]"
4,"[0.11991424113512039, 0.5578337907791138, 0.08727607876062393, 0.25212037563323975, 0.1098705604672432, 0.35867705941200256, 0.12985214591026306, 0.18242137134075165, 0.059115245938301086, 0.061151452362537384, 0.028993386775255203, 0.087070994079113, 0.05077884718775749, 0.1275925487279892, 0.12093214690685272, 0.36968255043029785, 0.04745519533753395, 0.06105780228972435, 0.01705561764538288]","[0.0333460196852684, 0.03444394841790199, 0.033621229231357574, 0.04415860027074814, 0.009964857250452042, 0.032661765813827515, 0.03477926924824715, 0.07470287382602692, 0.023587269708514214, 0.05490485951304436, 0.03642725199460983, 0.0523165799677372, 0.027198616415262222, 0.03660380095243454, 0.028625037521123886, 0.10760030895471573, 0.006855464074760675, 0.007763507775962353, 0.0054700616747140884]","[3.5960586081011665, 16.195407797358786, 2.5958622202671875, 5.709428607053271, 11.025803752708958, 10.981557502324474, 3.733607655278943, 2.441959217868737, 2.506235213690818, 1.1137712199775132, 0.7959257201049746, 1.664309749085439, 1.8669643489388477, 3.4857732095579803, 4.224698284416594, 3.435701570205352, 6.922244040669211, 7.864718378820161, 3.1179936643537665]"
5,"[0.24428118765354156, 0.1521994173526764, 0.10720276087522507, 0.1349179446697235, 0.3035658597946167, 0.40421706438064575, 0.2797900140285492, 0.16748113930225372, 0.07379043102264404, 0.04036268964409828, 0.06025946885347366, 0.1264670491218567, 0.09206585586071014, 0.03601754456758499, 0.21531115472316742, 0.07051802426576614, 0.02471371926367283, 0.027026120573282242, 0.007407082244753838]","[0.07562592625617981, 0.07050570100545883, 0.010927033610641956, 0.005769862327724695, 0.006525983568280935, 0.012523395009338856, 0.0442143939435482, 0.0196556206792593, 0.01525571383535862, 0.03469175472855568, 0.028977155685424805, 0.04236152768135071, 0.05756528303027153, 0.02844158373773098, 0.044626299291849136, 0.02796468511223793, 0.008515680208802223, 0.005257215816527605, 0.004369488917291164]","[3.230124902220024, 2.158682421168928, 9.810783483892568, 23.383217312037228, 46.516491593708004, 32.276955576280706, 6.328030061562709, 8.520775916223322, 4.8369045079764, 1.1634663613851366, 2.079550854046849, 2.985422293387514, 1.5993295092859352, 1.2663691621294506, 4.824759349079465, 2.521681327100157, 2.9021427129364863, 5.140766808225312, 1.6951827513378404]"
6,"[0.13550026714801788, 0.3467348515987396, 0.04084477573633194, 0.12609940767288208, 0.08617951720952988, 0.3357131779193878, 0.09407628327608109, 0.2774801254272461, 0.08581043034791946, 0.0801367312669754, 0.025551563128829002, 0.09823739528656006, 0.06866467744112015, 0.21200169622898102, 0.19231191277503967, 0.41419142484664917, 0.0855540931224823, 0.010394920594990253, 0.017796363681554794]","[0.09075919538736343, 0.037326693534851074, 0.00806341227144003, 0.010032804682850838, 0.006699323654174805, 0.011275048367679119, 0.021268613636493683, 0.02490546740591526, 0.025817090645432472, 0.05326028913259506, 0.043273136019706726, 0.044808320701122284, 0.022843733429908752, 0.03174641355872154, 0.09554171562194824, 0.1247863620519638, 0.01001807488501072, 0.013064813800156116, 0.004725656472146511]","[1.4929646144360138, 9.289192766967192, 5.065445541089461, 12.568709514341979, 12.86391308409552, 29.774876964762125, 4.42324473442221, 11.141333784458196, 3.3237839044850293, 1.5046244128992547, 0.5904717216980239, 2.19239180914226, 3.0058430532733817, 6.677973114564268, 2.012858064387332, 3.3192042626755214, 8.539973408512882, 0.795642460274944, 3.765902956858657]"
7,"[0.274103045463562, 0.2460068166255951, 0.01298690028488636, 0.05867711082100868, 0.032688405364751816, 0.5595284104347229, 0.10371143370866776, 0.1322222650051117, 0.035690195858478546, 0.09187335520982742, 0.058619000017642975, 0.07574132084846497, 0.0894138514995575, 0.040854427963495255, 0.29088619351387024, 0.16807089745998383, 0.128128781914711, 0.025510640814900398, 0.011986435391008854]","[0.08008743077516556, 0.03905705735087395, 0.004443440120667219, 0.02399045042693615, 0.010408368892967701, 0.015963921323418617, 0.016417481005191803, 0.037526678293943405, 0.044573236256837845, 0.024341970682144165, 0.015092875808477402, 0.013867354951798916, 0.024576742202043533, 0.01460789144039154, 0.05878843739628792, 0.053044985979795456, 0.014368263073265553, 0.005501290783286095, 0.0023548819590359926]","[3.42254761840305, 6.298652108262078, 2.9227130178894525, 2.4458528196338833, 3.1405886648423245, 35.04955950978728, 6.317134381082606, 3.5234204309111905, 0.8007090993533911, 3.7742776215411475, 3.883885401396977, 5.461843380495541, 3.638149058345203, 2.7967368275020683, 4.948017099910835, 3.1684596452528258, 8.91748579917882, 4.637210033035572, 5.090036613094479]"
8,"[0.010861214250326157, 0.00877341441810131, 0.02592308819293976, 0.07660999149084091, 0.12257882207632065, 0.12277992814779282, 0.12792415916919708, 0.05855856463313103, 0.02570219896733761, 0.02803143858909607, 0.05207166075706482, 0.018067294731736183, 0.07013759762048721, 0.32972443103790283, 0.03140941634774208, 0.200997993350029, 0.04604947194457054, 0.01208086870610714, 0.030180666595697403]","[0.0063657453283667564, 0.008245828561484814, 0.007094152737408876, 0.004889971110969782, 0.015494761988520622, 0.0326174758374691, 0.04873991757631302, 0.033620815724134445, 0.021214770153164864, 0.008399671874940395, 0.0591985359787941, 0.0324222631752491, 0.026752091944217682, 0.06846635043621063, 0.011747229844331741, 0.05216586962342262, 0.009528446942567825, 0.008405914530158043, 0.0037372142542153597]","[1.706196790802624, 1.0639821520278485, 3.6541485858123925, 15.666757482264057, 7.910984509935282, 3.7642375749612795, 2.624628139120338, 1.741735391360395, 1.211523800718779, 3.3372063821594202, 0.8796106169875173, 0.5572496476904985, 2.6217612352235906, 4.81586106075719, 2.6737721798214165, 3.8530555476406803, 4.83284130374353, 1.4371867168961094, 8.075712159573236]"
9,"[0.24196535348892212, 0.055289413779973984, 0.061863046139478683, 0.056546907871961594, 0.020871449261903763, 0.8414643406867981, 0.13352739810943604, 0.14989827573299408, 0.04554753750562668, 0.06251158565282822, 0.03459654748439789, 0.22766301035881042, 0.029568001627922058, 0.024236751720309258, 0.4510514736175537, 0.20108100771903992, 0.0484214648604393, 0.03117295354604721, 0.02257751114666462]","[0.03833959251642227, 0.019372299313545227, 0.011890322901308537, 0.009300759993493557, 0.010161327198147774, 0.02857121452689171, 0.029328959062695503, 0.01715891994535923, 0.03077082149684429, 0.023703303188085556, 0.01932944543659687, 0.036179348826408386, 0.027706673368811607, 0.012868132442235947, 0.05749720707535744, 0.09549152106046677, 0.01447575818747282, 0.008940383791923523, 0.004992963280528784]","[6.311109159161756, 2.8540449889350663, 5.2028062360418, 6.0798158334931305, 2.054008187602526, 29.451472561476084, 4.5527493091043265, 8.735880592154361, 1.4802184436414159, 2.6372520807247493, 1.7898365267580556, 6.292623215833902, 1.0671797813593054, 1.8834708011520838, 7.844754494359928, 2.1057472484045174, 3.3450037112627897, 3.4867578698587782, 4.521866049908849]"
