,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Rice Yield (kg/ha),min_vv,max_vv,range_vv,mean_vv,correlation_vv,permutation_entropy_vv,min_vh,max_vh,range_vh,mean_vh,correlation_vh,permutation_entropy_vh,min_vv_by_vh,max_vv_by_vh,range_vv_by_vh,mean_vv_by_vh,correlation_vv_by_vh,permutation_entropy_vv_by_vh
0,Chau_Phu,10.546629,105.16396399999999,WS,T,10-04-2022,1.95,7200,0.0033834127243608236,0.23801083862781525,0.23462742590345442,0.10673140226863324,0.2983303906434433,0.43425957534901555,0.0019038302125409245,0.15756241977214813,0.1556585895596072,0.033024619105272,0.2993879059068943,0.4553302765040236,0.8956261136321427,85.3226182550979,84.42699214146575,7.232948577806464,0.0338492656811516,0.41318887419400757
1,Chau_Phu,10.554634,105.1522,WS,D,10-04-2022,2.3,7040,0.004542582202702761,0.2510272264480591,0.24648464424535632,0.0929562642525595,0.4052601254774224,0.46274603896653116,0.0022853410337120295,0.18175636231899261,0.17947102128528059,0.02454187531167498,0.14734215191183092,0.4426787045331902,0.7731683093218213,33.164539221467024,32.391370912145206,6.440675300067515,0.21091052357637918,0.46274603896653116
2,Chau_Phu,10.547628,105.146859,WS,T,10-04-2022,1.65,7200,0.00497247651219368,0.3542439639568329,0.3492714874446392,0.08513097539544105,0.25939379178417243,0.4553302765040236,0.0018424574518576264,0.04562033340334892,0.043777875951491296,0.016193604464642703,0.6854150721940432,0.4553302765040236,1.015921183259577,26.571852583964443,25.555931400704864,7.57311194174723,0.3387556364010427,0.4553302765040236
3,Chau_Phu,10.534614999999999,105.13491599999999,WS,T,10-04-2022,2.56,6800,0.009477299638092518,0.2999173104763031,0.2904400108382106,0.07722169727087021,0.12528713877196554,0.4553302765040236,0.0016429023817181587,0.06323611736297607,0.061593214981257915,0.014086591489613056,0.5001861600597161,0.4553302765040236,1.231529980820875,47.066202708814465,45.83467272799359,10.413358828935415,0.36425920957230157,0.4553302765040236
4,Chau_Phu,10.521024,105.146349,WS,T,10-04-2022,1.5,6400,0.008581656031310558,0.3013322949409485,0.29275063890963793,0.10600937087088823,0.23086505820131506,0.4553302765040236,0.004279019311070442,0.07979697734117508,0.07551795803010464,0.026711472906172276,0.43184971452637083,0.4553302765040236,0.8842641188712893,27.415576179459162,26.531312060587872,5.807287647794919,0.19944240592219506,0.4553302765040236
5,Chau_Phu,10.546679,105.126512,WS,D,10-04-2022,1.74,6400,0.005847349297255278,0.42934450507164,0.42349715577438474,0.1106213559769094,0.3497235589370889,0.4553302765040236,0.0027562619652599096,0.15401849150657654,0.15126222954131663,0.02593825460411608,0.5199525337317248,0.4553302765040236,0.3400853754618908,59.447291055262085,59.107205679800195,10.106222969789288,0.32343664933684985,0.4553302765040236
6,Chau_Phu,10.505349,105.16508700000001,WS,T,10-04-2022,1.7,6880,0.0074019720777869225,0.742270290851593,0.7348683187738061,0.13409732955253936,-0.14960892863063674,0.43062854005092915,0.001960814232006669,0.05679997429251671,0.05483916006051004,0.02650755875616927,0.1670066153306946,0.43062854005092915,0.9794138411127206,14.617643796307092,13.638229955194372,5.6015105620873,0.30271753893949194,0.43062854005092915
7,Chau_Phu,10.522164,105.17866399999998,WS,T,10-04-2022,3.6,7760,0.01049808319658041,0.32605335116386414,0.3155552679672837,0.11987545546144247,0.06448716687330544,0.4553302765040236,0.0035519625525921583,0.07882465422153473,0.07527269166894257,0.028096104236319662,0.3867447586649273,0.4447949259265196,1.1981543554923075,19.32710068660192,18.128946331109614,5.55956234349422,0.2144899672000987,0.4553302765040236
8,Chau_Phu,10.531488000000001,105.186775,WS,T,10-04-2022,3.0,8000,0.011198068037629128,0.25506457686424255,0.24386650882661343,0.10408032584935427,0.020285933552718755,0.4553302765040236,0.002046748995780945,0.07332878559827805,0.0712820366024971,0.02719714608043432,0.22154266376158888,0.4553302765040236,1.6811817320606324,20.59972925514731,18.918547523086676,5.416362747432427,0.10066211590897642,0.4447949259265196
9,Chau_Phu,10.536087,105.175145,WS,T,10-04-2022,5.0,7040,0.005564382299780846,0.3400764763355255,0.33451209403574467,0.1246290997415781,0.0037056829982650124,0.4553302765040236,0.0013779704459011555,0.07710806280374527,0.07573009235784411,0.02409807705320418,0.206653431087334,0.4553302765040236,0.9177570898968807,15.049320815365679,14.131563725468798,5.677652462171509,0.018465012556288494,0.4553302765040236
10,Chau_Phu,10.548566000000001,105.198194,WS,T,10-04-2022,2.7,6800,0.011818995699286461,0.340792715549469,0.32897371985018253,0.09983475542125794,0.31519567639055673,0.45271237174986073,0.0032576266676187515,0.09602060914039612,0.09276298247277737,0.032290941140112966,0.41263052393752264,0.46274603896653116,1.0662529239772311,42.01889454769936,40.95264162372213,5.387884825897601,0.33280194210414143,0.46274603896653116
11,Chau_Phu,10.567359,105.177342,WS,T,10-04-2022,1.8,7200,0.016249343752861023,0.35904332995414734,0.3427939862012863,0.10834458878693673,0.2895429489142177,0.46274603896653116,0.0034596731420606375,0.09451574087142944,0.0910560677293688,0.029100041272333607,-0.07323939624847807,0.46274603896653116,0.4848463899750133,21.896733875671657,21.411887485696646,5.617547601989842,0.37058264102232435,0.46274603896653116
12,Chau_Phu,10.576126,105.183375,WS,T,10-04-2022,1.5,7200,0.034601226449012756,0.5022101998329163,0.4676089733839035,0.16209835630769914,0.19194144617773767,0.46274603896653116,0.0032568061724305153,0.08338457345962524,0.08012776728719473,0.03581718387655341,0.03758284021156078,0.46274603896653116,0.904144061919712,50.466899763766854,49.562755701847145,6.542354814576507,0.016555629058216434,0.46274603896653116
13,Chau_Phu,10.564703999999999,105.19729,WS,T,10-04-2022,2.0,7200,0.015578527003526688,0.38042452931404114,0.36484600231051445,0.1196438455954194,0.10195575973142994,0.46274603896653116,0.004759631585329771,0.13209551572799683,0.12733588414266706,0.03175735692135417,0.18503874686272714,0.4426787045331902,1.5763300065482966,19.079314310299935,17.50298430375164,5.3732845005145,0.5321945611643552,0.46274603896653116
14,Chau_Phu,10.558195,105.203328,WS,T,10-04-2022,1.4,8000,0.01369734201580286,0.40812307596206665,0.3944257339462638,0.11635122552084234,0.12038803959329898,0.46274603896653116,0.003151685930788517,0.05617615208029747,0.05302446614950895,0.024275474563742485,0.283084606844738,0.4426787045331902,0.681008886919678,14.405434871600656,13.724425984680979,6.03433374216459,0.6366997751088351,0.46274603896653116
15,Chau_Phu,10.585739,105.193578,WS,T,10-04-2022,2.3,7040,0.007694561965763569,0.3468518555164337,0.33915729355067015,0.12237439612643077,0.04602996702684859,0.46274603896653116,0.00238327425904572,0.0699460431933403,0.06756276893429458,0.028145902055817153,0.4183435198024162,0.46274603896653116,1.0232960081525633,24.26813835839964,23.244842350247076,6.615743277809541,0.33408706229802426,0.46274603896653116
16,Chau_Phu,10.581404,105.20034799999999,WS,T,10-04-2022,1.8,7200,0.026977455243468285,0.5307308435440063,0.5037533883005381,0.15677779977424786,0.1163048625988379,0.46274603896653116,0.0030373006593436003,0.20053257048130035,0.19749526982195675,0.03995440929877357,0.11668827774921878,0.45271237174986073,0.9758257983801046,15.831541494684053,14.85571569630395,5.620018304493688,0.23292589422692403,0.4527123717498606
17,Chau_Phu,10.570816,105.208925,WS,T,10-04-2022,2.15,7200,0.005366126541048288,0.5522043704986572,0.5468382439576089,0.11957095339536093,0.1025555265940941,0.46274603896653116,0.0016979337669909,0.1025829017162323,0.1008849679492414,0.03141908981622411,0.13518309597727976,0.46274603896653116,0.3929354823459463,99.22274787930543,98.82981239695948,9.182958756591756,0.2642712069977093,0.46274603896653116
18,Chau_Thanh,10.446006,105.338972,SA,T,10-07-2022,2.2,5500,0.006203279830515385,0.3297494053840637,0.32354612555354834,0.08817612688596312,-0.12013041692279255,0.4011181887686231,0.0035891381558030844,0.04491513594985008,0.041325997794047,0.01800353005283365,-0.01830977217055284,0.4011181887686231,0.829884649175896,33.558997025129294,32.7291123759534,6.527172565026156,-0.1362138019700171,0.4011181887686231
