,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Rice Yield (kg/ha),min_vv,max_vv,range_vv,mean_vv,correlation_vv,permutation_entropy_vv,min_vh,max_vh,range_vh,mean_vh,correlation_vh,permutation_entropy_vh,min_vv_by_vh,max_vv_by_vh,range_vv_by_vh,mean_vv_by_vh,correlation_vv_by_vh,permutation_entropy_vv_by_vh
0,Chau_Phu,10.571202,105.135919,SA,T,05-08-2022,1.8,6000,0.02530195750296116,0.6241487860679626,0.5988468285650015,0.17914359155111015,-0.06054369067697797,0.44753405581953026,0.0034039581660181284,0.11504227668046951,0.11163831851445138,0.03281495610523658,0.22771987430337975,0.44753405581953026,1.7731056934705345,84.4153519636513,82.64224627018076,13.109943529841658,0.3464661970855137,0.44753405581953026
1,Chau_Phu,10.592696,105.11413999999999,SA,T,05-08-2022,5.0,6000,0.012519245967268944,0.5532603859901428,0.5407411400228739,0.10804611242686708,0.37059590785391994,0.4364442131063681,0.003201950341463089,0.12735530734062195,0.12415335699915886,0.029724257309377815,0.3777260123572102,0.44753405581953026,1.104249912530582,20.775394408391087,19.671144495860503,5.058338606847017,0.1347955978535594,0.4142645276800439
2,Chau_Phu,10.590564,105.12843899999999,SA,T,05-08-2022,5.0,6000,0.016900522634387016,0.6129196286201477,0.5960191059857607,0.16029972288136682,-0.031629739500985285,0.44753405581953026,0.002343851840123534,0.0562010183930397,0.05385716655291617,0.024036036231943097,0.0670335518060909,0.44753405581953026,0.7688537749200919,48.69709908329809,47.928245308378,10.835451783872386,0.20202162899955464,0.44753405581953026
3,Chau_Phu,10.625461999999999,105.098238,SA,T,05-08-2022,3.6,6500,0.014159615151584148,0.36212357878685,0.3479639636352658,0.10921974173591782,0.1998896079557157,0.44753405581953026,0.004390240181237459,0.13129791617393494,0.12690767599269748,0.029547428363002837,0.5871188652565128,0.44753405581953026,0.9614164340418977,28.921348812708555,27.959932378666657,6.572917066843014,0.4554293512313609,0.44753405581953026
4,Chau_Phu,10.619492999999999,105.095029,SA,T,05-08-2022,2.3,6400,0.031272415071725845,0.40534740686416626,0.3740749917924404,0.13131874427199364,-0.1889707334894954,0.42535437039320606,0.003960204776376486,0.07612235844135284,0.07216215366497636,0.02849335498952617,0.09455080182615624,0.44753405581953026,0.8221856659457815,49.70593857939497,48.883752913449186,9.205066806137053,0.05129487215921509,0.44753405581953026
5,Chau_Phu,10.560601,105.1792,SA,T,28-07-2022,2.0,6400,0.01879015564918518,0.45983701944351196,0.4410468637943268,0.15558773123969635,0.09356515956350377,0.44753405581953026,0.004564423114061356,0.1654655635356903,0.16090114042162895,0.033564825173622616,0.1835727493873249,0.42116857856064366,0.6147335912448804,35.1474653383262,34.53273174708132,6.71917477452875,0.41945672785330174,0.44753405581953026
6,Chau_Phu,10.565735,105.172074,SA,T,28-07-2022,2.0,5500,0.032538190484046936,0.6055952906608582,0.5730571001768112,0.16096337046474218,0.12523931710361322,0.4364442131063681,0.005968424025923014,0.13546839356422424,0.12949996953830123,0.03527422924526036,0.4173488004553599,0.44753405581953026,1.2541870417158756,27.958831577605476,26.7046445358896,6.329071886081711,0.4862183631752411,0.42535437039320606
7,Chau_Phu,10.555822000000001,105.1711,SA,T,28-07-2022,1.95,5500,0.027540596202015877,0.32801035046577454,0.30046975426375866,0.10024134449971218,0.051026877686971485,0.44753405581953026,0.004898027516901493,0.07289299368858337,0.06799496617168188,0.024935732731440414,0.342368615600874,0.44753405581953026,1.1270014252785479,30.02827946694408,28.901278041665535,5.59311787026602,0.2840676617218984,0.44753405581953026
8,Chau_Phu,10.542192,105.18791999999999,SA,T,28-07-2022,1.4,6500,0.010040180757641792,0.3205559253692627,0.3105157446116209,0.10174309206195176,0.500219546571313,0.44753405581953026,0.0021673962473869324,0.07601426541805267,0.07384686917066574,0.019673726569938783,0.06520276315686283,0.44753405581953026,1.2698018857336546,14.199645442530198,12.929843556796543,5.9808213076714045,0.21230991538606142,0.44753405581953026
9,Chau_Phu,10.546857000000001,105.18103500000001,SA,T,28-07-2022,2.6,5500,0.018057119101285934,0.3330540060997009,0.314996886998415,0.10596708029819031,0.04607976800996537,0.44753405581953026,0.002969702472910285,0.08807364106178284,0.08510393858887255,0.028764669773712132,0.17620859298403316,0.44753405581953026,0.4577664773456907,29.196465406728542,28.738698929382853,6.005788783322356,0.5072747418704071,0.4364442131063681
10,Chau_Phu,10.546629,105.16396399999999,SA,T,28-07-2022,2.0,6500,0.04414024204015732,0.41663146018981934,0.372491218149662,0.13205932484318814,0.061608415261140234,0.4364442131063681,0.00594503665342927,0.15756241977214813,0.15161738311871886,0.035288285464048386,0.16317988100079928,0.44753405581953026,0.9877514638728522,40.173731554698335,39.18598009082548,6.359898441670718,0.20090470179418532,0.44753405581953026
11,Chau_Phu,10.547628,105.146859,SA,T,28-07-2022,1.65,6500,0.006867683492600918,0.3316219449043274,0.3247542614117265,0.11885202676057816,0.2821907374893755,0.44753405581953026,0.0023653199896216393,0.11234956979751587,0.10998424980789423,0.028905348842575524,0.33033203955012547,0.44753405581953026,1.3094260070748258,26.571852583964443,25.262426576889617,5.88354244051344,-0.015715332361367924,0.4142645276800439
