,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Rice Yield (kg/ha),min_vv,max_vv,range_vv,mean_vv,correlation_vv,permutation_entropy_vv,min_vh,max_vh,range_vh,mean_vh,correlation_vh,permutation_entropy_vh,min_vv_by_vh,max_vv_by_vh,range_vv_by_vh,mean_vv_by_vh,correlation_vv_by_vh,permutation_entropy_vv_by_vh
0,Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,0.01740759052336216,0.35729560256004333,0.3398880120366812,0.11065552197396755,0.5560538550885652,0.4011181887686231,0.0026976359076797962,0.05944128707051277,0.056743651162832975,0.023971734347900276,0.05614604366184403,0.4011181887686231,1.1304255811317392,24.872854235409235,23.742428654277496,6.011476771202637,0.2624617710585344,0.3860676879436173
1,Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,0.053834959864616394,0.4485529661178589,0.3947180062532425,0.1741610083140825,0.082137841576788,0.4011181887686231,0.016737302765250206,0.13666899502277374,0.11993169225752354,0.04875854461600906,0.25500965505281703,0.4011181887686231,1.0558804872760623,7.805156542854241,6.749276055578179,4.1372572176011575,-0.10708350321514667,0.3860676879436173
2,Chau_Phu,10.467721000000001,105.19246399999999,SA,D,15-07-2022,1.95,6400,0.01693592593073845,0.6278784275054932,0.6109425015747547,0.19669903687348492,0.2137547771787732,0.4011181887686231,0.008218871429562569,0.11418552696704865,0.10596665553748608,0.03742402939027861,0.03036687330657621,0.4011181887686231,0.9946161638912477,46.363490042885246,45.368873878994,8.184339988590438,0.15948100063575466,0.4011181887686231
3,Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,0.023625051602721214,0.33549439907073975,0.31186934746801853,0.12041115143189304,0.17566307971519204,0.4011181887686231,0.0017723768251016736,0.08256546407938004,0.08079308725427836,0.027026187414058336,0.22949451278017843,0.4011181887686231,1.6640364143061817,35.4858164745567,33.82178006025052,8.249806906045682,0.33440887266974584,0.4011181887686231
4,Chau_Phu,10.535058,105.25274399999999,SA,D,14-07-2022,3.3,6400,0.021431200206279755,0.8596712946891785,0.8382400944828987,0.15423166115457812,0.015231220052380775,0.44753405581953026,0.00407970417290926,0.09816139191389084,0.09408168774098158,0.02809311234159395,0.051883402587311916,0.44753405581953026,1.338847431689928,29.232962581131726,27.8941151494418,7.345549239566021,0.5162317975958199,0.42535437039320606
5,Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,0.030193371698260307,0.44499799609184265,0.41480462439358234,0.1434129310869857,0.13906498934793593,0.4011181887686231,0.001753757824189961,0.13563871383666992,0.13388495601247996,0.03591319823662113,0.28006554296383623,0.4011181887686231,0.7395493687666171,20.75969773025238,20.020148361485763,6.256475926497955,0.02955993497820426,0.4011181887686231
6,Chau_Phu,10.48195,105.23844799999999,SA,T,15-07-2022,2.0,6600,0.017352566123008728,0.4074212312698364,0.3900686651468277,0.1097616768981281,0.1977802981095903,0.4011181887686231,0.0038871322758495808,0.06806807965040207,0.06418094737455249,0.024474933988561754,0.15486571641473604,0.4011181887686231,0.7437216546612689,15.663993534682113,14.920271880020845,5.514254578281216,-0.011346347562867194,0.4011181887686231
7,Chau_Phu,10.476738000000001,105.227333,SA,T,15-07-2022,4.0,6000,0.016832835972309113,0.3919470012187958,0.37511416524648666,0.1104653502177251,0.17489794673761003,0.4011181887686231,0.0024901714641600847,0.0848756730556488,0.08238550159148872,0.01919506859083317,0.14981811833994327,0.4011181887686231,0.8072840931530606,102.51227309851679,101.70498900536373,15.57216956235329,0.027672370593382806,0.4011181887686231
8,Chau_Phu,10.492098,105.216926,SA,T,15-07-2022,3.0,5500,0.009551705792546272,1.287698745727539,1.2781470399349928,0.16037642789122306,-0.08078414460942074,0.4011181887686231,0.0030831526964902878,0.1054171621799469,0.10233400948345661,0.024889988555131776,0.2819912257839364,0.4011181887686231,1.197659503938792,24.950269120093953,23.752609616155162,6.503586041364216,0.370555990579938,0.4011181887686231
9,Chau_Phu,10.485917,105.210104,SA,T,15-07-2022,5.0,6000,0.012128407135605812,0.29366618394851685,0.28153777681291103,0.10013317101095852,-0.14988731447284803,0.3860676879436173,0.00420801155269146,0.09270153939723969,0.08849352784454823,0.027663744520395994,-0.012199854659121996,0.4011181887686231,1.0696262336817608,22.090042719893965,21.020416486212206,5.642199555381417,0.33727971450465644,0.4011181887686231
